Court,Date,Crim Total New,Crim Reactive,Crim Uncontest Dispo,Dismissed by Pro PreCourtTrial,Total Dispo PreCourtTrial,Guilty Plea or Nolo Contend,Guilty by Court,Guilty by Jury,Court Aquittals,Jury Aquittals,Dismissed by Pro AtCourtTrial,Total Dispo AtCourtTrial,Compliance Dismissals,Crim Total Disposed,Crim NonPark Active,Crim NonPark Inactive,Crim NonPark Total,Crim Park Active,Crim Park Inactive,Crim Park Total,Crim County Ord TM Active,Crim County Ord TM Inactive,Crim County Ord TM Total,Crim Penal Code Active,Crim Penal Code Inactive,Crim Penal Code Total,Crim OSL Active,Crim OSL Inactive,Crim OSL Total,Crim Count Ord NT Active,Crim Count Ord NT Inactive,Crim Count Ord NT Total,Crim Total Docket,Crim Active Cases,Crim Inactive Cases,Crim Appeal AfterTrial ,Crim Appeal NoTrial,Civil Total New,Civil Active Cases,Civil Inactive Cases,Civil Total Disposed,Civil Total Docket,Crim Made Inactive,EV on Docket,SC on Docket,DC on Docket,DC Agreed J,EV Agreed J,SC Agreed J,Total Agreed J,DC TrialHearing,EV TrialHearing,SC TrialHearing,Total Trial Hearing,DC Jury Trial,EV Jury Trial,SC Jury Trial,Total Jury Trial,DC DiWOP,EV DiWOP,SC DiWOP,Total DiWOP,DC NSDP,EV NSDP,SC NSDP,Total NSDP,DC Other Disp,EV Other Disp,SC Other Disp,Total Other Disp,DC Total New,EV Total New,SC Total New,DC DJ,DC Disposed,EV DJ,EV Disposed,SC DJ,SC Disposed,Total DJ,Class AB Warrants,Search Warrants,Felony Warrants,Class C Warrants,Jail Credit Cases,Total Fines
Precinct 7 Place 1,1/2021,658,23,86,20,106,11,40,0,0,0,70,121,174,413,"24,723","4,490","25,401",16,1,16,0,0,0,303,39,305,236,21,236,21,0,22,"25,980","25,299","4,551",0,0,394,"8,471",9,151,"8,622",0,453,667,"7,502",9,0,0,9,0,5,3,8,0,0,0,0,0,12,2,14,30,28,6,64,8,4,3,15,239,137,18,0,47,40,89,1,15,41,0,0,0,0,12,"$92,976"
Precinct 7 Place 1,1/2021,708,24,88,8,96,12,22,0,0,0,82,116,157,383,"24,985","4,467","25,710",15,1,15,0,0,0,304,38,307,234,21,238,22,0,22,"26,292","25,560","4,527",0,0,214,"8,647",8,339,"8,986",0,518,664,"7,804",14,0,0,14,0,29,1,30,0,0,0,0,0,53,2,55,110,57,2,169,16,13,6,35,65,138,11,2,142,34,186,0,11,36,0,0,0,0,14,"$94,089"
Precinct 7 Place 1,1/2022,810,25,90,12,102,12,31,0,0,0,162,205,224,540,"25,351","4,425","26,177",15,1,16,0,0,0,298,38,304,238,21,240,22,0,22,"26,759","25,924","4,485",0,0,231,"8,730",8,438,"9,168",0,567,664,"7,937",20,0,0,20,1,29,1,31,0,0,0,0,2,28,0,30,156,47,2,205,22,47,3,72,0,223,8,28,229,50,201,2,8,80,0,0,0,0,9,"$85,968"
Precinct 7 Place 1,1/2022,434,55,95,32,127,11,52,0,0,0,158,221,181,563,"25,643","4,398","26,128",16,1,19,0,0,0,302,38,303,240,21,240,21,0,21,"26,711","26,222","4,458",0,0,299,"8,593",8,397,"8,990",0,659,673,"7,658",9,0,0,9,4,25,4,33,0,0,0,0,3,23,2,28,102,72,3,177,34,38,1,73,4,290,5,0,152,77,235,0,10,77,0,0,0,0,35,"$96,642"
Precinct 7 Place 1,1/2022,952,47,101,216,317,23,45,0,0,0,202,270,145,759,"25,576","4,343","26,573",19,1,19,0,0,0,296,38,297,239,21,240,21,0,21,"27,150","26,151","4,403",0,0,378,"7,895",8,513,"8,408",0,668,702,"7,038",12,0,0,12,0,77,0,77,0,2,0,2,3,39,0,42,97,95,0,192,11,26,1,38,121,235,22,22,145,128,367,0,1,150,0,0,0,0,26,"$116,183"
Precinct 7 Place 1,1/2022,414,38,96,414,510,19,38,1,0,0,805,863,163,"1,556","25,819","4,297","26,259",18,1,20,0,0,0,297,38,306,236,20,237,21,0,21,"26,843","26,391","4,356",0,0,312,"7,807",8,613,"8,420",0,557,722,"7,141",21,0,0,21,0,57,2,59,0,0,0,0,3,30,0,33,287,67,4,358,50,15,3,68,44,252,16,1,362,73,242,0,9,74,0,0,0,0,19,"$105,589"
Precinct 7 Place 1,1/2022,654,55,61,290,351,17,53,1,1,0,187,259,159,795,"24,713","4,260","25,412",20,1,21,0,0,0,299,37,306,236,20,238,21,0,21,"25,998","25,289","4,318",0,0,312,"7,796",9,514,"8,310",50,566,719,"7,025",8,0,0,8,0,48,0,48,0,0,0,0,2,38,0,40,239,38,2,279,36,16,2,54,56,252,4,7,292,78,218,0,4,85,0,0,0,50,29,"$94,705"
Precinct 7 Place 1,1/2022,581,63,63,48,111,9,29,0,0,0,271,309,130,576,"24,577","4,255","25,214",21,1,21,0,0,0,304,37,310,237,20,238,21,0,21,"25,804","25,160","4,313",0,0,329,"8,107",8,443,"8,550",16,687,723,"7,140",9,0,0,9,0,65,0,65,0,0,0,0,2,23,1,26,82,75,4,161,21,47,3,71,0,323,6,2,116,109,319,0,8,111,0,0,0,16,25,"$108,325"
Precinct 7 Place 1,1/2022,584,300,92,19,111,13,48,1,0,0,250,312,135,581,"24,663","4,208","25,536",21,1,21,0,0,0,307,37,316,238,20,240,21,0,21,"26,134","25,250","4,266",0,0,334,"8,521",7,435,"8,956",29,698,737,"7,521",9,1,1,11,9,55,5,69,0,0,0,0,3,32,3,38,71,81,1,153,11,16,2,29,1,325,8,28,131,88,273,19,31,135,0,0,0,27,26,"$120,099"
Precinct 7 Place 1,1/2022,514,315,64,57,121,13,44,0,0,0,918,975,153,"1,262","24,945","3,940","25,769",20,1,20,0,0,0,307,34,311,237,19,238,20,1,20,"26,358","25,529","3,995",0,0,652,"8,994",7,706,"9,700",74,727,733,"8,240",19,0,0,19,0,61,1,62,0,1,0,1,0,31,1,32,166,102,7,275,79,48,9,136,338,302,12,33,297,148,391,0,18,181,0,0,0,74,14,"$115,188"
Precinct 7 Place 1,1/2022,638,22,45,74,119,13,32,0,0,0,196,241,111,489,"24,452","3,701","25,103",18,1,18,0,0,0,300,33,304,232,18,237,20,1,20,"25,682","25,022","3,754",0,0,537,"8,669",7,952,"9,621",13,604,729,"8,288",21,0,0,21,1,64,0,65,0,0,0,0,1,10,1,12,541,59,5,605,73,27,7,107,255,268,14,48,685,94,254,0,13,142,0,0,0,13,19,"$126,686"
Precinct 7 Place 1,1/2022,683,14,59,21,80,22,50,0,0,0,181,253,112,461,"24,614","3,695","25,302",18,1,21,0,0,0,299,33,303,234,17,236,20,1,20,"25,882","25,185","3,747",0,0,668,"8,805",7,576,"9,381",48,680,732,"7,969",19,0,0,19,0,61,2,63,0,0,0,0,3,19,2,24,199,68,3,270,20,39,7,66,323,329,16,54,295,77,264,3,17,134,0,0,0,48,10,"$97,592"
Precinct 7 Place 1,1/2022,641,20,65,4,69,15,34,0,0,0,205,254,101,432,"24,828","3,727","25,478",21,1,21,0,0,0,299,33,305,235,18,236,20,1,24,"26,064","25,403","3,780",0,0,585,"8,820",7,614,"9,434",0,665,744,"8,025",34,0,0,34,2,82,9,93,0,0,0,0,1,22,5,28,124,88,6,218,21,48,3,72,308,249,28,52,234,116,356,1,24,169,0,0,0,0,14,"$110,303"
Precinct 7 Place 1,1/2022,690,20,55,12,67,5,32,1,0,0,188,226,114,419,"25,065","3,707","25,769",19,1,19,0,0,0,305,33,311,235,18,235,24,1,24,"26,358","25,648","3,760",0,0,662,"9,080",7,437,"9,517",0,597,748,"8,172",5,0,0,5,0,63,3,66,0,0,0,0,2,14,2,18,39,80,2,121,10,18,1,29,346,288,28,114,170,83,258,1,9,198,0,0,0,0,12,"$99,409"
Precinct 7 Place 1,1/2023,583,22,72,4,76,20,25,0,0,0,273,318,96,506,"25,373","3,687","25,975",19,1,20,0,0,0,309,33,311,230,18,230,24,1,24,"26,560","25,955","3,740",0,0,625,"9,054",7,680,"9,734",0,619,760,"8,355",16,0,0,16,0,45,6,51,0,0,0,0,5,10,2,17,182,122,11,315,35,38,8,81,327,279,19,91,329,108,323,1,28,200,0,0,0,0,15,"$111,714"
Precinct 7 Place 1,1/2023,633,13,58,7,65,19,46,0,0,0,236,301,89,462,"25,483","3,665","26,128",18,1,18,0,0,0,309,33,310,228,18,228,21,1,21,"26,705","26,059","3,718",0,0,789,"9,422",8,469,"9,892",0,603,752,"8,537",19,0,3,22,0,50,2,52,0,0,0,0,0,15,1,16,111,73,5,189,17,19,3,39,463,306,20,64,211,85,242,2,16,151,0,0,0,0,9,"$115,135"
Precinct 7 Place 1,1/2023,702,22,63,17,80,16,35,1,0,0,149,201,115,410,"25,679","3,652","26,398",18,1,18,0,0,0,303,33,307,226,18,227,21,1,21,"26,971","26,247","3,705",0,0,706,"9,540",8,565,"10,106",50,620,762,"8,724",12,0,0,12,1,65,6,72,0,0,0,0,0,24,1,25,143,98,4,245,22,13,10,45,413,268,25,18,196,148,348,0,21,166,0,0,0,50,13,"$129,414"
Precinct 7 Place 1,1/2023,472,103,47,4,51,23,33,0,0,0,248,304,93,460,"25,945","3,681","26,517",18,1,18,0,0,0,304,33,307,224,17,224,20,1,20,"27,086","26,511","3,733",0,0,647,"9,967",8,288,"10,255",72,506,761,"8,988",7,0,0,7,1,57,3,61,0,0,0,0,0,24,3,27,58,47,0,105,16,2,4,22,393,232,22,6,88,59,189,1,11,66,0,0,0,72,13,"$102,933"
Precinct 7 Place 1,1/2023,610,145,82,27,109,9,59,0,0,0,241,309,149,574,"26,013","3,651","26,758",17,1,18,0,0,0,305,32,313,222,17,223,20,1,20,"27,332","26,577","3,702",0,0,674,"10,159",9,519,"10,678",63,616,768,"9,294",8,0,0,8,0,67,0,67,0,0,0,0,0,23,3,26,136,89,5,230,27,15,0,42,359,297,18,3,174,141,335,2,10,146,0,0,0,63,7,"$123,181"
Precinct 7 Place 1,1/2023,572,95,52,11,63,8,32,0,0,0,207,247,114,436,"26,126","3,569","26,792",18,1,18,0,0,0,313,32,314,221,17,221,20,1,20,"27,365","26,698","3,620",0,0,598,"10,370",10,395,"10,766",114,543,774,"9,449",14,0,0,14,5,42,1,48,0,0,0,0,0,15,3,18,100,77,3,180,21,16,4,41,322,262,14,10,150,82,232,2,13,94,0,1,0,113,11,"$109,161"
Precinct 7 Place 1,1/2023,583,21,55,5,60,10,49,0,0,0,457,516,125,719,"26,261","3,587","26,864",17,1,18,0,0,0,311,33,311,221,17,221,20,1,20,"27,434","26,830","3,639",0,0,594,"10,597",10,391,"10,988",188,605,781,"9,602",15,0,0,15,2,51,3,56,0,0,0,0,0,25,4,29,58,72,5,135,10,19,5,34,282,294,18,21,106,98,265,3,20,122,0,0,0,188,20,"$102,745"
Precinct 7 Place 1,1/2023,661,27,55,13,68,12,67,0,0,0,196,275,104,459,"25,986","3,753","26,671",17,0,17,0,0,0,307,35,310,221,17,221,20,1,20,"27,239","26,551","3,806",0,0,703,"10,609",10,742,"11,351",92,642,793,"9,916",29,0,0,29,7,83,3,93,0,0,0,0,46,19,3,68,192,93,9,294,32,17,7,56,372,300,31,78,384,122,334,2,24,202,0,1,0,91,13,"$123,813"
Precinct 7 Place 1,1/2023,589,13,62,9,71,11,61,0,0,0,88,160,105,346,"26,120","3,819","26,721",17,0,17,0,0,0,308,34,309,221,17,221,20,1,20,"27,288","26,686","3,871",0,0,614,"10,667",10,575,"11,243",43,630,791,"9,822",19,0,0,19,4,59,1,64,0,1,0,1,13,58,34,105,128,63,9,200,17,8,6,31,269,323,22,74,255,78,267,3,53,155,0,0,0,43,10,"$94,835"
Precinct 7 Place 1,1/2023,486,26,98,5,103,14,65,0,0,0,181,260,105,483,"26,334","3,849","26,839",17,0,17,0,0,0,308,34,313,221,17,223,20,1,20,"27,412","26,900","3,901",0,0,706,"10,693",8,775,"11,468",43,745,753,"9,970",36,0,4,40,2,56,3,61,0,0,0,0,35,45,61,141,121,117,11,249,20,2,5,27,309,382,15,134,348,118,338,5,89,257,0,0,0,43,15,"$119,730"
Precinct 7 Place 1,1/2023,298,25,57,9,66,13,39,0,0,0,147,199,117,396,"26,315","3,867","26,637",17,0,17,0,0,0,310,34,311,222,16,222,20,1,20,"27,207","26,884","3,918",0,0,691,"10,714",9,697,"11,412",15,682,684,"10,046",20,0,0,20,3,84,2,89,0,0,0,0,10,53,21,84,95,107,5,207,26,9,5,40,398,275,18,99,253,154,407,4,37,257,0,0,0,15,14,"$98,128"
Precinct 7 Place 1,1/2023,219,95,38,3,41,4,40,0,0,0,181,225,136,406,"26,228","3,856","26,536",17,0,17,0,0,0,306,35,311,222,16,223,20,1,20,"27,107","26,793","3,908",0,0,612,"10,864",8,469,"11,333",58,507,672,"10,154",27,0,1,28,7,49,6,62,0,0,0,0,14,18,21,53,113,60,5,178,14,8,6,28,353,235,24,28,203,87,222,5,44,120,0,2,0,56,4,"$88,271"
Precinct 7 Place 1,1/2024,201,14,51,28,79,3,46,0,0,0,109,158,141,388,"26,066","3,821","26,278",17,0,17,0,0,0,304,34,307,218,15,218,20,1,20,"26,840","26,625","3,871",1,0,746,"11,003",8,621,"11,624",87,573,641,"10,410",37,0,0,37,3,58,4,65,0,0,0,0,9,42,1,52,142,71,5,218,20,4,4,28,441,288,17,118,329,102,277,1,15,221,0,0,0,87,11,"$97,972"
Precinct 7 Place 1,1/2024,200,33,51,185,236,6,35,0,0,0,484,525,88,867,"25,805","3,893","26,036",17,0,19,0,0,0,307,34,307,216,16,216,20,1,20,"26,598","26,365","3,944",0,0,736,"10,838",8,"1,027","11,865",73,531,649,"10,685",35,0,0,35,10,62,19,91,0,0,0,0,72,37,73,182,223,93,11,327,34,5,4,43,474,238,24,237,611,109,306,3,110,349,0,0,0,73,19,"$89,709"
Precinct 7 Place 1,1/2024,698,81,36,18,54,3,36,0,0,0,60,99,86,256,"25,150","3,931","25,927",18,0,18,0,0,0,304,34,306,176,16,176,10,2,10,"26,437","25,658","3,983",0,0,480,"10,601",8,874,"11,475",59,416,575,"10,484",65,0,0,65,9,39,3,51,0,0,0,0,33,25,69,127,157,76,8,241,50,3,7,60,253,191,36,241,555,69,212,20,107,330,0,0,0,59,17,"$70,812"
Precinct 7 Place 1,1/2024,725,905,75,17,92,16,41,0,0,0,498,555,83,754,"25,613","3,909","27,232",18,0,18,0,0,0,305,34,313,176,16,178,10,2,11,"27,752","26,122","3,961",0,0,691,"10,428",10,898,"11,328",21,464,490,"10,374",39,0,0,39,8,27,3,38,0,0,0,0,55,18,9,82,167,59,10,236,27,3,5,35,410,260,21,381,677,75,182,12,39,468,0,0,0,21,21,"$102,614"
Precinct 7 Place 1,1/2024,474,217,81,7,88,16,41,0,0,0,574,631,76,805,"26,463","3,034","27,139",18,0,19,0,0,0,310,28,320,178,14,182,10,1,10,"27,670","26,979","3,077",0,0,555,"10,283",9,732,"11,015",12,541,486,"9,988",25,0,2,27,18,62,8,88,0,0,0,0,54,30,14,98,186,76,8,270,40,5,4,49,258,262,35,68,391,120,293,12,48,200,0,1,0,11,13,"$100,478"
Precinct 7 Place 1,1/2024,465,66,85,2,87,9,34,0,0,0,419,462,66,628,"26,330","2,831","26,854",17,0,17,0,0,0,317,26,323,180,14,181,10,1,10,"27,385","26,854","2,872",0,0,622,"10,224",8,708,"10,933",46,519,466,"9,948",37,0,1,38,5,64,3,72,0,0,0,0,36,12,5,53,206,65,7,278,37,3,3,43,326,271,25,104,425,120,264,0,19,224,0,0,0,46,13,"$98,203"
Precinct 7 Place 1,1/2024,499,16,61,3,64,11,19,0,0,0,69,99,111,288,"26,220","2,777","26,727",17,0,18,0,0,0,320,27,325,181,14,183,10,1,10,"27,263","26,748","2,819",0,0,568,"10,380",9,504,"10,885",83,527,466,"9,892",31,0,0,31,9,34,5,48,0,0,0,0,29,18,3,50,107,67,5,179,23,1,3,27,279,272,17,68,267,101,221,0,16,169,0,0,0,83,14,"$91,590"
Precinct 7 Place 1,1/2024,542,11,71,19,90,12,52,0,0,0,127,191,124,418,"26,402","2,796","26,944",18,0,18,0,0,0,324,28,330,181,14,186,10,1,10,"27,488","26,935","2,839",0,0,719,"10,270",9,862,"11,132",59,586,478,"10,068",37,0,0,37,3,55,2,60,0,0,0,0,93,19,11,123,167,78,5,250,14,2,4,20,411,280,28,256,570,106,260,10,32,372,0,0,0,54,12,"$114,541"
Precinct 7 Place 1,1/2024,493,22,50,11,61,10,34,0,0,0,47,91,113,278,"26,484","2,843","26,995",18,0,18,0,0,0,325,29,329,185,14,185,10,1,10,"27,537","27,022","2,887",0,0,616,"10,054",9,848,"10,902",48,629,461,"9,812",26,0,0,26,0,64,0,64,0,0,0,0,115,39,13,167,143,103,3,249,32,6,1,39,301,303,12,198,514,104,316,1,18,303,0,0,0,41,11,"$93,117"
Precinct 7 Place 2,1/2020,962,287,82,6,88,43,88,0,0,0,66,197,141,640,"8,275","14,846","9,501",22,48,29,0,0,0,306,68,315,174,31,181,8,6,8,"10,034","8,785","14,999",0,0,297,"1,277",3,282,"1,559",425,710,807,42,2,0,0,2,0,48,48,96,0,0,0,0,0,0,0,0,2,0,3,5,0,75,10,85,2,259,36,0,4,92,215,2,63,94,0,0,0,425,226,"$118,341"
Precinct 7 Place 2,1/2020,709,332,80,6,86,59,70,0,0,0,245,374,118,787,"8,472","14,983","9,465",23,46,30,0,0,0,298,70,324,167,32,180,8,6,10,"10,009","8,968","15,137",0,0,246,"1,297",3,227,"1,524",27,719,763,42,0,0,0,0,1,39,7,47,0,0,1,1,0,0,1,1,1,0,6,7,1,61,9,71,4,224,18,5,8,91,191,4,28,100,0,0,0,27,213,"$99,958"
Precinct 7 Place 2,1/2020,592,216,87,0,87,31,48,1,0,0,164,244,134,544,"8,689","14,684","9,444",27,44,49,0,0,0,304,68,331,166,32,169,8,4,9,"10,002","9,194","14,832",0,0,162,"1,288",3,172,"1,460",30,636,781,43,0,0,0,0,0,22,3,25,0,0,0,0,0,0,0,0,0,1,1,2,0,68,3,71,9,108,45,2,2,68,159,4,11,74,0,0,0,30,87,"$100,491"
Precinct 7 Place 2,1/2020,71,201,56,0,56,3,1,0,0,0,0,4,39,132,"8,895","14,501","9,154",46,44,46,0,0,0,325,67,336,149,31,151,8,3,8,"9,695","9,423","14,646",0,0,62,"1,334",3,16,"1,350",0,537,772,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,13,0,13,0,60,2,0,3,0,13,0,0,0,0,0,0,0,41,"$39,402"
Precinct 7 Place 2,1/2020,171,260,40,0,40,3,1,0,0,0,2,6,61,187,"9,006","14,303","9,424",46,44,47,0,0,0,332,64,342,151,31,152,8,3,9,"9,974","9,543","14,445",0,0,83,"1,407",3,10,"1,417",0,586,786,45,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,7,62,14,0,0,1,5,0,5,1,0,0,0,0,87,"$47,970"
Precinct 7 Place 2,1/2020,156,605,37,5,42,10,11,0,0,0,10,31,61,196,"9,238","14,043","9,993",45,44,46,0,0,0,342,64,347,150,31,150,9,3,9,"10,545","9,784","14,185",0,0,181,"1,376",3,212,"1,588",0,728,797,63,1,0,0,1,0,47,6,53,0,0,0,0,0,0,0,0,2,1,3,6,1,86,0,87,18,147,16,0,4,65,199,0,9,65,0,0,0,0,72,"$59,335"
Precinct 7 Place 2,1/2020,138,99,36,2,38,9,10,0,0,0,"1,321","1,340",20,"1,454","9,800","13,439","10,017",44,43,52,0,0,0,347,64,357,149,31,151,8,3,8,"10,585","10,348","13,580",0,0,130,"1,366",3,140,"1,506",0,634,802,70,0,0,0,0,0,47,2,49,0,0,0,0,0,0,0,0,0,1,0,1,0,46,0,46,11,105,14,0,0,44,138,0,2,44,0,0,0,0,64,"$65,960"
Precinct 7 Place 2,1/2020,157,140,32,1,33,3,7,0,0,0,41,51,12,173,"8,613","13,344","8,902",45,41,46,0,0,0,321,64,325,143,31,146,6,3,6,"9,425","9,128","13,483",0,0,129,"1,480",3,13,"1,493",0,577,814,102,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,8,32,82,15,0,0,0,3,0,10,0,0,0,0,0,80,"$45,474"
Precinct 7 Place 2,1/2020,386,66,42,21,63,155,7,0,0,0,34,196,50,343,"8,746","13,201","9,190",39,40,39,0,0,0,323,64,328,143,30,146,6,3,6,"9,709","9,257","13,338",0,0,155,"1,428",3,207,"1,635",0,688,829,118,0,0,0,0,0,50,1,51,0,0,0,0,0,0,0,0,0,0,0,0,3,87,1,91,16,114,25,0,3,65,202,0,2,65,0,0,0,0,31,"$53,048"
Precinct 7 Place 2,1/2020,405,97,57,2,59,37,20,0,0,0,48,105,43,266,"8,864","13,137","9,346",38,40,42,0,0,0,316,63,329,140,30,143,6,3,6,"9,866","9,364","13,273",0,0,205,"1,517",3,112,"1,629",0,665,847,117,0,0,0,0,0,16,2,18,0,0,0,0,0,0,0,0,1,0,1,2,1,45,1,47,3,179,23,0,2,45,106,0,4,45,0,0,0,0,60,"$63,212"
Precinct 7 Place 2,1/2020,279,86,30,30,60,6,20,0,0,0,35,61,22,187,"9,101","13,044","9,447",36,38,38,0,0,0,317,61,325,140,30,149,6,3,6,"9,965","9,600","13,176",0,0,177,"1,580",3,114,"1,694",0,711,860,123,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0,52,8,152,17,0,1,43,113,0,0,43,0,0,0,0,46,"$45,015"
Precinct 7 Place 2,1/2020,206,42,30,2,32,9,16,0,0,0,35,60,33,156,"9,266","12,958","9,506",37,38,38,0,0,0,320,61,323,149,30,153,6,3,6,"10,026","9,778","13,090",0,0,191,"1,594",3,173,"1,767",0,763,883,121,0,0,0,0,0,35,2,37,0,0,0,0,0,0,0,0,0,0,1,1,1,55,1,57,1,167,23,0,1,78,168,0,4,78,0,0,0,0,34,"$54,711"
Precinct 7 Place 2,1/2021,284,89,44,27,71,14,12,0,0,0,84,110,52,278,"9,358","12,919","9,714",37,38,37,0,0,0,322,61,334,148,27,153,6,3,6,"10,244","9,871","13,048",0,0,260,"1,783",3,72,"1,855","1,036",820,906,129,0,0,0,0,0,13,1,14,0,0,0,0,0,2,0,2,0,13,0,13,0,24,5,29,9,225,26,0,0,13,65,1,7,14,0,0,0,"1,036",46,"$63,678"
Precinct 7 Place 2,1/2021,295,76,35,12,47,6,5,0,0,0,21,32,35,173,"8,434","13,842","8,779",30,44,33,0,0,0,313,74,331,147,32,152,6,3,6,"9,301","8,930","13,995",0,0,209,"1,835",3,157,"1,992",584,896,953,143,0,0,0,0,0,24,3,27,0,0,0,0,0,0,0,0,6,27,1,34,3,32,2,37,14,141,54,0,9,59,142,0,6,59,0,0,0,584,56,"$44,886"
Precinct 7 Place 2,1/2021,383,206,87,17,104,26,15,0,0,0,47,88,54,354,"8,039","14,348","8,610",32,43,35,0,0,0,321,76,332,147,33,151,6,3,6,"9,134","8,545","14,503",0,0,232,"1,779",3,288,"2,067",888,952,971,144,0,0,0,0,0,52,9,61,0,0,0,0,0,0,0,0,2,58,3,63,0,35,14,49,10,198,24,6,8,102,247,7,33,115,0,0,0,888,112,"$99,991"
Precinct 7 Place 2,1/2021,470,240,75,21,96,33,10,0,0,0,65,108,66,435,"7,382","15,020","8,055",33,44,33,0,0,0,305,81,335,147,36,154,5,4,5,"8,582","7,872","15,185",0,0,219,"1,790",3,208,"1,998",925,897,961,140,1,0,0,1,0,45,9,54,0,0,0,0,0,0,0,0,5,32,4,41,1,26,7,34,5,192,22,7,14,65,168,6,26,78,0,0,0,925,175,"$81,559"
Precinct 7 Place 2,1/2021,300,233,83,17,100,23,18,0,0,0,59,100,45,366,"6,669","15,691","7,187",29,44,31,0,0,0,309,91,319,144,40,147,5,4,5,"7,689","7,156","15,870",0,0,191,"1,806",3,176,"1,982",163,895,957,130,0,0,0,0,0,31,3,34,0,0,0,0,0,0,0,0,7,49,2,58,0,16,7,23,4,166,21,1,8,59,155,1,13,61,0,0,0,163,122,"$80,356"
Precinct 7 Place 2,1/2021,495,193,86,23,109,23,21,0,0,0,70,114,74,416,"6,634","15,623","7,306",29,42,29,0,0,0,305,90,319,142,41,144,5,4,5,"7,803","7,115","15,800",0,0,196,"1,733",3,239,"1,972",56,902,943,127,0,0,0,0,0,45,7,52,0,0,0,0,1,0,0,1,3,45,5,53,2,31,5,38,5,169,22,13,19,74,195,8,25,95,0,0,0,56,126,"$85,119"
Precinct 7 Place 2,1/2021,399,202,65,14,79,23,25,0,0,0,64,112,61,385,"6,857","15,489","7,448",26,42,28,0,0,0,305,89,312,138,39,139,5,4,5,"7,932","7,331","15,663",0,0,229,"1,762",3,199,"1,961",160,890,951,120,1,0,0,1,1,20,9,30,0,0,0,0,0,2,15,17,4,43,13,60,1,19,7,27,12,184,33,9,16,51,135,4,48,64,0,0,0,160,140,"$78,841"
Precinct 7 Place 2,1/2021,285,143,63,20,83,28,26,0,0,0,59,113,77,368,"6,921","15,447","7,330",25,40,27,0,0,0,300,91,313,136,39,140,5,4,5,"7,815","7,387","15,621",0,0,241,"1,805",3,199,"2,004",1,949,922,133,0,0,0,0,0,23,8,31,0,0,0,0,0,0,14,14,2,34,3,39,0,45,5,50,29,194,18,6,8,51,153,8,38,65,0,0,0,1,90,"$74,524"
Precinct 7 Place 2,1/2021,313,161,35,216,251,17,10,0,0,0,48,75,58,464,"6,971","15,306","7,412",27,40,33,0,0,0,302,90,312,139,39,154,5,4,7,"7,918","7,444","15,479",0,0,342,"1,952",3,198,"2,150",0,"1,073",919,158,1,0,0,1,4,20,7,31,0,0,0,0,2,0,14,16,4,27,5,36,4,36,6,46,33,276,33,5,20,58,141,5,37,68,0,0,0,0,85,"$71,852"
Precinct 7 Place 2,1/2021,378,134,43,8,51,20,32,0,0,0,67,119,51,311,"6,957","15,149","7,441",31,38,31,0,0,0,309,89,328,150,38,159,7,4,7,"7,966","7,454","15,318",0,0,223,"1,809",3,338,"2,147",0,"1,084",912,151,1,0,0,1,1,38,3,42,0,0,0,0,1,0,12,13,0,50,6,56,3,102,7,112,20,175,28,4,10,103,293,7,35,114,0,0,0,0,91,"$84,128"
Precinct 7 Place 2,1/2021,338,135,46,5,51,26,12,0,0,0,33,71,77,278,"7,136","15,017","7,575",31,38,31,0,0,0,323,87,344,158,38,169,7,4,9,"8,128","7,655","15,184",0,0,294,"1,894",3,225,"2,119",0,"1,100",898,121,0,0,0,0,0,41,10,51,0,0,0,0,0,0,0,0,5,28,2,35,0,45,15,60,2,268,24,1,6,75,189,3,30,79,0,0,0,0,80,"$81,107"
Precinct 7 Place 2,1/2021,282,136,48,47,95,22,27,0,0,0,42,91,62,348,"7,301","14,882","7,709",31,38,32,0,0,0,343,87,348,166,38,170,9,4,9,"8,268","7,850","15,049",0,0,308,"1,842",3,365,"2,207",0,"1,204",889,114,0,1,0,1,0,61,1,62,0,0,0,0,0,1,2,3,1,34,4,39,1,169,3,173,8,280,20,1,3,83,349,3,13,87,0,0,0,0,106,"$84,351"
Precinct 7 Place 2,1/2022,305,131,58,61,119,28,29,0,0,0,59,116,70,388,"7,369","14,747","7,792",32,38,33,0,0,0,344,86,351,166,38,171,9,4,9,"8,356","7,920","14,913",0,0,510,"1,943",3,418,"2,361",0,"1,325",899,137,0,0,0,0,0,132,1,133,0,2,0,2,0,0,0,0,0,28,2,30,2,128,2,132,21,467,22,10,12,110,400,1,6,121,0,0,0,0,87,"$106,521"
