Case Number,Case Subtype,Case File Date,Claim Amount,Case Status,Next Hearing Desc,Next Hearing Date,Disposition Desc,Disposition Date,Judgment Text,Judgment Date,Judgment Amount,Attorney Fees,Court Costs,Pre-Judg Int Rate,Post-Judg Int Rate,PATT,DATT,JFP,JFD
231200137432,Eviction,04/11/2023,4542.05,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,3933.0,0.0,129.0,0.0,7.75,0,0,0,0
231200137641,Eviction,04/11/2023,1615.0,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,1453.0,0.0,204.0,0.0,7.75,0,0,0,0
231200137683,Eviction,04/11/2023,1375.0,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,1237.0,0.0,129.0,0.0,7.75,0,0,0,0
231200137693,Eviction,04/10/2023,1550.0,Disposed,Eviction Docket,04/27/2023,Trial or Hearing by Judge (OCA),04/27/2023,Final Judgment,04/27/2023,1472.0,0.0,129.0,0.0,7.75,0,0,0,0
231200137725,Eviction,04/11/2023,925.0,Disposed,Eviction Docket,04/27/2023,Trial or Hearing by Judge (OCA),04/27/2023,Final Judgment,04/27/2023,0.0,0.0,129.0,0.0,7.75,0,0,0,0
231200137747,Eviction,04/10/2023,845.0,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,1605.0,140.0,129.0,0.0,7.75,1,0,0,0
231200137796,Eviction,04/11/2023,2700.0,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,2565.0,0.0,129.0,0.0,7.75,0,0,0,0
231200138595,Eviction,04/11/2023,1755.0,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,1521.0,0.0,129.0,0.0,7.75,0,0,0,0
231200138610,Eviction,04/11/2023,1670.0,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,1669.0,0.0,129.0,0.0,7.75,0,0,0,0
231200138693,Eviction,04/11/2023,1855.0,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,1669.0,0.0,129.0,0.0,7.75,0,0,0,0
231200138766,Eviction,04/11/2023,2055.0,Appeal,Eviction Docket,04/27/2023,Appeal Filed,05/01/2023,Default Judgment,04/27/2023,1849.0,0.0,129.0,0.0,7.75,0,0,0,0
231200139474,Eviction,04/12/2023,3900.0,Appeal,Eviction Docket,04/27/2023,Appeal Filed,04/28/2023,Default Judgment,04/27/2023,3185.0,0.0,204.0,0.0,7.75,0,0,0,0
231200139515,Eviction,04/12/2023,1400.0,Disposed,Eviction Docket,04/27/2023,Default Judgment (OCA),04/27/2023,Default Judgment,04/27/2023,1330.0,0.0,129.0,0.0,7.75,0,0,0,0
231200139519,Eviction,04/12/2023,1400.0,Disposed,Eviction Docket,04/27/2023,Trial or Hearing by Judge (OCA),04/27/2023,Final Judgment,04/27/2023,0.0,0.0,129.0,0.0,7.75,0,0,0,0
181200417934,Debt Claim,09/07/2018,1623.92,Disposed,Judge Trial,05/15/2023,Default Judgment (OCA),05/15/2023,Default Judgment,05/15/2023,1623.92,0.0,49.0,0.0,8.0,1,0,0,0
181200557401,Debt Claim,12/26/2018,4045.39,Disposed,Judge Trial,05/08/2023,Agreed Judgment (OCA),05/08/2023,Agreed Judgment,05/08/2023,4045.39,0.0,131.5,0.0,7.75,1,1,0,0
191200000576,Debt Claim,12/28/2018,1066.88,Disposed,Judge Trial,05/08/2023,Agreed Judgment (OCA),05/08/2023,Agreed Judgment,05/08/2023,1066.88,0.0,132.92,0.0,,1,1,0,0
191200016421,Debt Claim,01/09/2019,3146.69,Disposed,Judge Trial,05/08/2023,Trial or Hearing by Judge (OCA),05/08/2023,Final Judgment,05/08/2023,3146.69,0.0,132.92,0.0,,1,1,0,0
191200044841,Debt Claim,01/25/2019,905.25,Disposed,Judge Trial,05/15/2023,Default Judgment (OCA),05/15/2023,Default Judgment,05/15/2023,905.25,0.0,132.92,0.0,,1,0,0,0
191200044880,Debt Claim,01/25/2019,880.08,Disposed,Judge Trial,05/15/2023,Default Judgment (OCA),05/15/2023,Default Judgment,05/15/2023,880.08,0.0,132.92,0.0,,1,0,0,0
191200118494,Debt Claim,03/15/2019,1095.12,Disposed,Judge Trial,05/22/2023,Default Judgment (OCA),05/22/2023,Default Judgment,05/22/2023,1095.12,0.0,131.5,0.0,8.0,1,0,0,0
191200131088,Debt Claim,03/26/2019,4931.48,Disposed,Judge Trial,05/22/2023,Default Judgment (OCA),05/22/2023,Default Judgment,05/22/2023,4720.47,0.0,131.5,0.0,8.0,1,0,0,0
191200131812,Debt Claim,03/26/2019,2504.8,Disposed,Judge Trial,05/22/2023,Default Judgment (OCA),05/22/2023,Default Judgment,05/22/2023,1295.8,0.0,132.92,0.0,,1,0,0,0
191200131887,Debt Claim,03/26/2019,1587.05,Disposed,Judge Trial,05/22/2023,Default Judgment (OCA),05/22/2023,Default Judgment,05/22/2023,1587.05,0.0,131.05,0.0,8.0,1,0,0,0
191200131948,Debt Claim,03/27/2019,3019.18,Disposed,Judge Trial,05/22/2023,Default Judgment (OCA),05/22/2023,Default Judgment,05/22/2023,3019.18,0.0,49.0,0.0,8.0,1,0,0,0
191200137210,Debt Claim,03/29/2019,521.95,Disposed,Judge Trial,05/22/2023,Default Judgment (OCA),05/22/2023,Default Judgment,05/22/2023,521.95,0.0,132.92,0.0,,1,0,0,0
191200142788,Debt Claim,04/03/2019,9200.12,Disposed,Judge Trial,05/22/2023,All Other Dispositions (OCA),06/10/2024,Default Judgment,05/22/2023,9200.12,0.0,132.92,0.0,8.0,1,0,0,0
191200497122,Debt Claim,12/11/2019,7467.15,Disposed,Judge Trial,05/01/2023,Default Judgment (OCA),05/01/2023,Default Judgment,05/01/2023,7467.15,0.0,49.0,0.0,8.0,1,1,0,0
201200268357,Small Claims,10/20/2020,20000.0,Disposed,Judge Trial,05/16/2023,Trial or Hearing by Judge (OCA),05/16/2023,Final Judgment,05/16/2023,4740.0,0.0,0.0,0.0,8.0,1,0,0,0
211200021224,Debt Claim,01/21/2021,9817.52,Disposed,Intent to Dismiss for Want of Prosecution,10/12/2022,Agreed Judgment (OCA),05/11/2023,Agreed Judgment,05/11/2023,9817.52,0.0,84.5,0.0,,1,1,0,0
211200089591,Debt Claim,03/31/2021,4433.29,Disposed,Intent to Dismiss for Want of Prosecution,11/17/2022,Agreed Judgment (OCA),05/11/2023,Agreed Judgment,05/11/2023,4333.29,0.0,49.0,0.0,,1,1,0,0
211200141546,Small Claims,05/17/2021,15635.0,Disposed,Judge Trial,05/30/2023,Trial or Hearing by Judge (OCA),05/30/2023,Final Judgment,05/30/2023,10000.0,0.0,124.0,0.0,8.0,0,1,0,0
211200150879,Small Claims,05/26/2021,6750.0,Disposed,Judge Trial,05/23/2023,Trial or Hearing by Judge (OCA),05/23/2023,Final Judgment,05/23/2023,6750.0,0.0,174.0,0.0,8.0,1,0,0,0
211200181753,Small Claims,06/25/2021,2800.0,Disposed,Judge Trial,05/30/2023,Trial or Hearing by Judge (OCA),05/30/2023,Final Judgment,05/30/2023,0.0,0.0,0.0,0.0,,0,0,0,0
211200183722,Debt Claim,06/23/2021,17063.05,Disposed,,,Agreed Judgment (OCA),05/15/2023,Agreed Judgment,05/20/2023,17063.05,0.0,0.0,0.0,,1,1,0,0
211200213217,Small Claims,07/27/2021,0.0,Disposed,Judge Trial,05/30/2023,Trial or Hearing by Judge (OCA),05/30/2023,Final Judgment,05/30/2023,3900.0,0.0,49.0,0.0,8.0,1,0,0,0
211200218649,Small Claims,07/30/2021,,Disposed,Judge Trial,05/30/2023,Trial or Hearing by Judge (OCA),05/30/2023,Final Judgment,05/30/2023,12000.0,0.0,124.0,0.0,8.0,1,1,0,0
211200225844,Small Claims,08/09/2021,20000.0,Appeal,Hearing,06/28/2023,Appeal Filed,06/16/2023,Final Judgment,05/30/2023,0.0,0.0,0.0,0.0,,0,1,0,0
211200228326,Small Claims,08/11/2021,7448.74,Disposed,Judge Trial,10/23/2023,Agreed Judgment (OCA),10/23/2023,Agreed Judgment,10/23/2023,7448.74,0.0,241.0,0.0,8.25,1,0,0,0
221200276005,Debt Claim,08/10/2022,2565.47,Disposed,,,Agreed Judgment (OCA),05/11/2023,Agreed Judgment,05/11/2023,2565.47,0.0,142.06,0.0,7.5,1,1,0,0
221200394561,Debt Claim,11/03/2022,2176.63,Disposed,Intent to Dismiss for Want of Prosecution,04/14/2023,Agreed Judgment (OCA),05/12/2023,Agreed Judgment,05/12/2023,2076.63,0.0,142.06,0.0,6.25,1,0,0,0
221200450777,Eviction,12/16/2022,4740.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,10435.0,4500.0,129.0,0.0,8.0,1,1,0,0
221200455724,Debt Claim,12/20/2022,5861.23,Disposed,,,Agreed Judgment (OCA),05/30/2023,Agreed Judgment,05/30/2023,5661.23,0.0,142.06,0.0,7.5,1,0,0,0
221200466724,Debt Claim,12/29/2022,7858.41,Disposed,Intent to Dismiss for Want of Prosecution,04/14/2023,Agreed Judgment (OCA),05/11/2023,Agreed Judgment,05/11/2023,7858.41,0.0,142.06,0.0,,1,1,0,0
231200013041,Debt Claim,01/11/2023,1936.46,Disposed,Intent to Dismiss for Want of Prosecution,04/14/2023,Agreed Judgment (OCA),05/12/2023,Agreed Judgment,05/12/2023,1936.46,0.0,142.06,0.0,,1,0,0,0
231200044833,Debt Claim,01/31/2023,3345.3,Disposed,Intent to Dismiss for Want of Prosecution,04/14/2023,Agreed Judgment (OCA),05/30/2023,Agreed Judgment,05/30/2023,3345.3,0.0,142.06,0.0,,1,0,0,0
231200092673,Eviction,03/08/2023,3599.11,Appeal,Eviction Docket,05/17/2023,Appeal Filed,05/22/2023,Final Judgment,05/17/2023,2640.0,1750.0,129.0,0.0,8.0,1,0,0,0
231200112977,Eviction,03/21/2023,2714.0,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,3400.0,140.0,129.0,0.0,8.0,1,0,0,0
231200121296,Eviction,03/28/2023,0.0,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,0.0,0.0,129.0,0.0,8.0,1,0,0,0
231200135590,Eviction,04/10/2023,1000.0,Disposed,Eviction Docket,05/11/2023,Trial or Hearing by Judge (OCA),05/11/2023,Final Judgment,05/11/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200137735,Eviction,04/10/2023,895.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,1414.0,140.0,129.0,0.0,8.0,1,0,0,0
231200138696,Eviction,04/11/2023,2710.0,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,2972.0,0.0,129.0,0.0,8.0,0,0,0,0
231200138724,Eviction,04/11/2023,1559.0,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,1760.0,0.0,129.0,0.0,8.0,0,0,0,0
231200138820,Repair and Remedy,04/11/2023,,Disposed,Hearing,05/24/2023,Trial or Hearing by Judge (OCA),05/24/2023,Final Judgment,05/24/2023,2120.0,0.0,0.0,0.0,8.0,0,1,0,0
231200140767,Eviction,04/13/2023,2118.96,Disposed,Eviction Docket,05/04/2023,Trial or Hearing by Judge (OCA),05/04/2023,Final Judgment,05/04/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200140797,Eviction,04/13/2023,1049.0,Disposed,Eviction Docket,05/04/2023,Trial or Hearing by Judge (OCA),05/04/2023,Final Judgment,05/04/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200141136,Eviction,04/13/2023,7500.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Final Judgment,05/25/2023,6000.0,0.0,129.0,0.0,8.0,0,0,0,0
231200141974,Eviction,04/14/2023,0.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200142081,Eviction,04/12/2023,0.0,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,0.0,0.0,129.0,0.0,8.0,1,0,0,0
231200145619,Eviction,04/17/2023,2700.0,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200145646,Eviction,04/17/2023,3790.0,Disposed,Eviction Docket,05/04/2023,Trial or Hearing by Judge (OCA),05/04/2023,Final Judgment,05/04/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200145848,Eviction,04/14/2023,2050.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,3901.0,150.0,129.0,0.0,8.0,1,0,0,0
231200145852,Eviction,04/14/2023,1698.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,2373.0,150.0,129.0,0.0,8.0,1,0,0,0
231200145875,Eviction,04/17/2023,6625.0,Appeal,Eviction Docket,05/11/2023,Appeal Filed,05/17/2023,Default Judgment,05/11/2023,7308.0,500.0,129.0,0.0,8.0,1,0,0,0
231200145892,Eviction,04/17/2023,1629.0,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,1685.0,0.0,129.0,0.0,8.0,0,0,0,0
231200145896,Eviction,04/17/2023,1109.0,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,1148.0,0.0,129.0,0.0,8.0,0,0,0,0
231200146003,Eviction,04/17/2023,19200.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,19625.0,0.0,129.0,0.0,8.0,1,0,0,0
231200146018,Eviction,04/17/2023,7839.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,7839.0,150.0,129.0,0.0,8.0,1,0,0,0
231200146022,Eviction,04/17/2023,8377.66,Disposed,Eviction Docket,05/18/2023,Trial or Hearing by Judge (OCA),05/18/2023,Final Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,1,0,0,0
231200147908,Eviction,04/18/2023,3640.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,6290.0,150.0,129.0,0.0,8.0,1,0,0,0
231200148911,Eviction,04/19/2023,1715.5,Disposed,Eviction Docket,05/04/2023,Default Judgment (OCA),05/04/2023,Default Judgment,05/04/2023,1885.0,0.0,129.0,0.0,8.0,0,0,0,0
231200149663,Eviction,04/18/2023,2630.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,3563.0,0.0,129.0,0.0,8.0,0,0,0,0
231200149857,Eviction,04/19/2023,2570.0,Disposed,Eviction Docket,05/18/2023,Trial or Hearing by Judge (OCA),05/18/2023,Final Judgment,05/18/2023,3616.0,0.0,129.0,0.0,8.0,1,0,0,0
231200150094,Eviction,04/20/2023,1940.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,2743.0,0.0,129.0,0.0,8.0,0,0,0,0
231200150099,Eviction,04/20/2023,1608.2,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,2272.0,0.0,129.0,0.0,8.0,0,0,0,0
231200150105,Eviction,04/20/2023,2016.66,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,2849.0,0.0,129.0,0.0,8.0,0,0,0,0
231200150223,Eviction,04/20/2023,610.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,1239.0,0.0,204.0,0.0,8.0,0,0,0,0
231200150579,Eviction,04/20/2023,4879.0,Disposed,Eviction Docket,05/11/2023,Trial or Hearing by Judge (OCA),05/11/2023,Final Judgment,05/11/2023,0.0,0.0,129.0,0.0,8.0,0,1,0,0
231200156730,Eviction,04/25/2023,5000.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,15000.0,5000.0,129.0,0.0,8.0,1,0,0,0
231200156812,Eviction,04/25/2023,2856.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,3770.0,0.0,129.0,0.0,8.0,0,0,0,0
231200156817,Eviction,04/25/2023,7574.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200156819,Eviction,04/25/2023,3646.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,4292.0,0.0,129.0,0.0,8.0,0,0,0,0
231200156829,Eviction,04/25/2023,16234.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200156859,Eviction,04/25/2023,3550.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200156978,Eviction,04/25/2023,510.0,Disposed,Eviction Docket,05/18/2023,Trial or Hearing by Judge (OCA),05/18/2023,Final Judgment,05/18/2023,1000.0,0.0,129.0,0.0,8.0,0,0,0,0
231200156993,Eviction,04/25/2023,1319.0,Disposed,Eviction Docket,05/11/2023,Default Judgment (OCA),05/11/2023,Default Judgment,05/11/2023,1668.0,0.0,129.0,0.0,8.0,0,0,0,0
231200157126,Eviction,04/25/2023,0.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,1,0,0,0
231200158170,Eviction,04/26/2023,5010.0,Disposed,Eviction Docket,05/11/2023,Trial or Hearing by Judge (OCA),05/11/2023,Final Judgment,05/11/2023,0.0,0.0,129.0,0.0,8.0,0,1,0,0
231200158211,Eviction,04/26/2023,3664.26,Disposed,Eviction Docket,05/11/2023,Trial or Hearing by Judge (OCA),05/11/2023,Final Judgment,05/11/2023,0.0,0.0,129.0,0.0,8.0,0,1,0,0
231200158247,Eviction,04/26/2023,5010.0,Disposed,Eviction Docket,05/11/2023,Trial or Hearing by Judge (OCA),05/11/2023,Final Judgment,05/11/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200158342,Eviction,04/26/2023,1693.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,2580.0,0.0,129.0,0.0,8.0,1,0,0,0
231200159109,Eviction,04/27/2023,3313.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,5236.0,0.0,129.0,0.0,8.0,0,0,0,0
231200159127,Eviction,04/27/2023,3364.59,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,4608.0,0.0,129.0,0.0,8.0,0,0,0,0
231200159288,Eviction,04/27/2023,810.0,Disposed,Eviction Docket,05/18/2023,Trial or Hearing by Judge (OCA),05/18/2023,Final Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,0,1,0,0
231200159304,Eviction,04/27/2023,2319.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200159519,Eviction,04/27/2023,800.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,1264.0,0.0,129.0,0.0,8.0,0,0,0,0
231200160171,Eviction,04/26/2023,5481.89,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,6440.0,500.0,129.0,0.0,8.0,1,0,0,0
231200160172,Eviction,04/26/2023,5575.38,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,5664.0,400.0,129.0,0.0,8.0,1,0,0,0
231200160253,Eviction,04/26/2023,6078.67,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,6401.0,400.0,129.0,0.0,8.0,1,0,0,0
231200160262,Eviction,04/26/2023,8384.95,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,6416.0,400.0,129.0,0.0,8.0,1,0,0,0
231200160354,Eviction,04/27/2023,4828.12,Appeal,Eviction Docket,05/18/2023,Appeal Filed,05/24/2023,Default Judgment,05/18/2023,3264.0,400.0,129.0,0.0,8.0,1,0,0,0
231200160394,Eviction,04/27/2023,1630.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,2576.0,0.0,129.0,0.0,8.0,0,0,0,0
231200160526,Eviction,04/28/2023,3400.0,Disposed,Eviction Docket,05/18/2023,Trial or Hearing by Judge (OCA),05/18/2023,Final Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,0,1,0,0
231200162281,Eviction,04/28/2023,9046.51,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,9208.0,325.0,129.0,0.0,8.0,1,0,0,0
231200162660,Eviction,05/01/2023,0.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200162769,Eviction,05/01/2023,4250.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200162944,Eviction,05/01/2023,2480.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,2480.0,0.0,129.0,0.0,8.0,0,0,0,0
231200162960,Eviction,05/01/2023,3055.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,2380.0,0.0,129.0,0.0,8.0,0,0,0,0
231200163807,Eviction,05/02/2023,4755.75,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,3090.0,0.0,129.0,0.0,8.0,0,0,0,0
231200163882,Eviction,05/01/2023,11640.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,10172.0,500.0,129.0,0.0,8.0,1,0,0,0
231200163975,Eviction,05/02/2023,875.0,Appeal,Eviction Docket,05/18/2023,Appeal Filed,05/24/2023,Final Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200163981,Eviction,05/02/2023,0.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200164052,Eviction,05/02/2023,2624.5,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,3872.0,325.0,129.0,0.0,8.0,1,0,0,0
231200165292,Eviction,05/02/2023,2884.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,3721.0,200.0,129.0,0.0,8.0,1,0,0,0
231200165652,Eviction,05/03/2023,3605.0,Disposed,Eviction Docket,05/18/2023,Default Judgment (OCA),05/18/2023,Default Judgment,05/18/2023,4926.0,0.0,129.0,0.0,8.0,0,0,0,0
231200166774,Eviction,05/03/2023,1350.0,Disposed,Eviction Docket,05/30/2023,Trial or Hearing by Judge (OCA),05/30/2023,Final Judgment,05/30/2023,0.0,0.0,129.0,0.0,8.0,1,1,0,0
231200167143,Eviction,05/04/2023,838.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,581.0,0.0,129.0,0.0,8.0,0,0,0,0
231200168218,Eviction,05/04/2023,4598.17,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,3381.0,500.0,129.0,0.0,8.0,1,0,0,0
231200171700,Eviction,05/08/2023,18000.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,15000.0,0.0,129.0,0.0,8.0,0,0,0,0
231200173037,Eviction,05/09/2023,2440.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,2203.0,0.0,129.0,0.0,8.0,0,0,0,0
231200173274,Eviction,05/09/2023,0.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200174059,Eviction,05/08/2023,3900.0,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,3650.0,0.0,129.0,0.0,8.0,0,0,0,0
231200174579,Eviction,05/10/2023,1310.0,Disposed,Eviction Docket,05/25/2023,Trial or Hearing by Judge (OCA),05/25/2023,Final Judgment,05/25/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200174599,Eviction,05/10/2023,1310.0,Appeal,Eviction Docket,05/25/2023,Appeal Filed,05/31/2023,Final Judgment,05/25/2023,0.0,0.0,129.0,0.0,8.0,1,1,0,0
231200174972,Eviction,05/10/2023,21697.11,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,0.0,0.0,129.0,0.0,8.0,0,0,0,0
231200174977,Eviction,05/10/2023,9842.8,Disposed,Eviction Docket,05/25/2023,Default Judgment (OCA),05/25/2023,Default Judgment,05/25/2023,9356.0,0.0,129.0,0.0,8.0,0,0,0,0
231200174985,Eviction,05/10/2023,12060.0,Appeal,Eviction Docket,05/25/2023,Appeal Filed,05/31/2023,Final Judgment,05/25/2023,11281.0,0.0,129.0,0.0,8.0,0,0,0,0
CV12C0151390,Small Claims,08/04/2016,10000.0,Disposed,Motion Docket,06/20/2023,Trial or Hearing by Judge (OCA),06/20/2023,Final Judgment,06/20/2023,3500.0,1000.0,49.0,0.0,5.0,1,1,0,0
181200410582,Debt Claim,08/30/2018,6359.9,Disposed,Judge Trial,05/15/2023,Agreed Judgment (OCA),06/06/2023,Agreed Judgment,06/06/2023,6359.9,0.0,132.92,0.0,7.75,1,1,0,0
181200466046,Debt Claim,10/18/2018,4370.54,Disposed,Judge Trial,06/26/2023,Trial or Hearing by Judge (OCA),06/26/2023,Final Judgment,06/26/2023,0.0,0.0,0.0,0.0,,1,0,0,0
181200551963,Debt Claim,12/17/2018,2642.21,Disposed,Judge Trial,09/20/2022,Agreed Judgment (OCA),06/08/2023,Agreed Judgment,06/08/2023,2607.21,0.0,132.92,0.0,,1,1,0,0
191200040573,Debt Claim,01/24/2019,1286.14,Disposed,Judge Trial,06/26/2023,Default Judgment (OCA),06/26/2023,Default Judgment,06/26/2023,1286.14,0.0,132.92,0.0,,1,0,0,0
191200045093,Debt Claim,01/28/2019,1663.13,Disposed,Judge Trial,06/26/2023,Trial or Hearing by Judge (OCA),06/26/2023,Final Judgment,06/26/2023,0.0,0.0,0.0,0.0,,1,0,0,0
