Case Number,Case Subtype,Case File Date,Claim Amount,Case Status,Next Hearing Desc,Next Hearing Date,Disposition Desc,Disposition Date,Judgment Text,Judgment Date,Judgment Amount,Attorney Fees,Court Costs,Pre-Judg Int Rate,Post-Judg Int Rate,PATT,DATT,JFP,JFD
201200162120,Debt Claim,06/18/2020,5000.0,Disposed,Hearing,01/18/2023,Default Judgment (OCA),01/18/2023,Default Judgment,01/18/2023,5000.0,0.0,124.0,0.0,7.5,0,0,0,0
201200286941,Small Claims,11/09/2020,6150.0,Appeal,Judge Trial,01/23/2023,Appeal Filed,02/10/2023,Final Judgment,01/23/2023,4095.0,1050.0,124.0,0.0,7.5,1,0,0,0
201200309206,Small Claims,10/16/2020,9673.9,Disposed,Hearing,01/18/2023,Trial or Hearing by Judge (OCA),01/18/2023,Default Judgment,01/18/2023,7000.0,0.0,124.0,0.0,7.5,0,0,0,0
211200038704,Small Claims,02/05/2021,913.58,Disposed,Hearing,01/18/2023,Default Judgment (OCA),01/18/2023,Default Judgment,01/18/2023,751.0,0.0,124.0,0.0,7.5,0,0,0,0
211200079176,Small Claims,03/11/2021,4270.0,Disposed,Judge Trial,11/02/2023,Trial or Hearing by Judge (OCA),11/02/2023,Final Judgment,11/02/2023,0.0,0.0,0.0,0.0,,0,0,0,0
211200101136,Small Claims,04/13/2021,2000.0,Disposed,Judge Trial,01/18/2023,Trial or Hearing by Judge (OCA),01/18/2023,Default Judgment,01/18/2023,2000.0,0.0,124.0,0.0,7.5,0,0,0,0
211200287812,Small Claims,10/06/2021,4500.0,Disposed,Hearing,01/18/2023,Default Judgment (OCA),01/18/2023,Default Judgment,01/18/2023,3500.0,0.0,274.0,0.0,7.5,0,0,0,0
221200029369,Small Claims,01/24/2022,9537.0,Disposed,Hearing,01/18/2023,Trial or Hearing by Judge (OCA),01/18/2023,Summary Disposition,01/18/2023,0.0,0.0,0.0,0.0,,0,0,0,0
221200100368,Small Claims,03/25/2022,19270.06,Disposed,Hearing,01/18/2023,Default Judgment (OCA),01/18/2023,Default Judgment,01/18/2023,9270.06,0.0,364.0,0.0,7.5,0,0,0,0
221200119772,Small Claims,04/11/2022,18821.0,Active,Hearing,02/23/2023,Appeal Filed,02/06/2023,Summary Disposition,01/18/2023,0.0,0.0,0.0,0.0,,1,1,0,0
221200277602,Eviction,08/11/2022,0.0,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/17/2023,Final Judgment,01/10/2023,6289.58,0.0,129.0,0.0,,0,0,0,0
221200330433,Eviction,09/20/2022,1175.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,3416.0,0.0,129.0,0.0,7.5,0,0,0,0
221200331978,Eviction,09/20/2022,1970.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,5306.0,0.0,129.0,0.0,7.5,0,0,0,0
221200333566,Eviction,09/20/2022,2248.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,6055.0,0.0,129.0,0.0,7.5,0,0,0,0
221200350028,Eviction,10/05/2022,1425.0,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/18/2023,Default Judgment,01/10/2023,6159.67,0.0,129.0,0.0,7.5,0,0,0,0
221200362837,Eviction,10/13/2022,670.0,Disposed,Eviction Docket,01/10/2023,Trial or Hearing by Judge (OCA),01/10/2023,Final Judgment,01/10/2023,2954.19,0.0,129.0,0.0,7.5,0,0,0,0
221200408992,Eviction,11/15/2022,1634.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,4269.0,0.0,129.0,0.0,7.5,0,0,0,0
221200409612,Eviction,11/16/2022,1860.0,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/17/2023,Default Judgment,01/10/2023,4320.0,0.0,129.0,0.0,7.5,0,0,0,0
221200415369,Eviction,11/21/2022,1745.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,3996.61,0.0,129.0,0.0,7.5,0,0,0,0
221200418452,Eviction,11/23/2022,5025.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,6354.19,0.0,129.0,0.0,7.5,0,0,0,0
221200423118,Eviction,11/22/2022,11299.01,Disposed,Eviction Docket,01/10/2023,Trial or Hearing by Judge (OCA),01/10/2023,Final Judgment,01/10/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200423176,Eviction,11/22/2022,1539.5,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/18/2023,Final Judgment,01/10/2023,2156.0,0.0,129.0,0.0,7.5,0,0,0,0
221200423405,Eviction,11/23/2022,980.96,Appeal,Eviction Docket,01/11/2023,Appeal Filed,01/17/2023,Default Judgment,01/11/2023,2341.0,0.0,129.0,0.0,7.5,0,0,0,0
221200423434,Eviction,11/23/2022,1370.6,Disposed,Eviction Docket,01/11/2023,Trial or Hearing by Judge (OCA),01/11/2023,Final Judgment,01/11/2023,0.0,0.0,0.0,0.0,,0,0,0,0
221200423453,Eviction,11/23/2022,,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,2993.27,0.0,129.0,0.0,7.5,0,0,0,0
221200426217,Eviction,11/28/2022,2600.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,4696.0,500.0,129.0,0.0,7.5,1,0,0,0
221200426272,Eviction,11/29/2022,19160.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,1916.0,1000.0,129.0,0.0,7.5,1,0,0,0
221200426755,Eviction,11/30/2022,4715.0,Appeal,Eviction Docket,01/12/2023,Appeal Filed,01/18/2023,Default Judgment,01/12/2023,0.0,750.0,129.0,0.0,7.5,1,0,0,0
221200426757,Eviction,11/30/2022,5880.0,Appeal,Eviction Docket,01/12/2023,Appeal Filed,01/18/2023,Default Judgment,01/12/2023,0.0,750.0,129.0,0.0,7.5,1,0,0,0
221200426772,Eviction,11/30/2022,4400.0,Appeal,Eviction Docket,01/12/2023,Appeal Filed,01/17/2023,Default Judgment,01/12/2023,6100.0,0.0,129.0,0.0,7.5,0,0,0,0
221200428794,Eviction,11/30/2022,,Disposed,Eviction Docket,01/24/2023,All Other Dispositions (OCA),01/24/2023,Default Judgment,01/24/2023,0.0,0.0,129.0,0.0,7.5,1,0,0,0
221200428795,Eviction,11/30/2022,,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,6023.0,0.0,129.0,0.0,7.5,0,0,0,0
221200428797,Eviction,12/01/2022,2099.0,Dismissed,,,Non-suited or Dismissed by Plaintiff (OCA),03/14/2023,Default Judgment,01/10/2023,3481.55,140.0,129.0,0.0,7.5,1,0,0,0
221200428798,Eviction,12/01/2022,,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/17/2023,Default Judgment,01/10/2023,3481.55,140.0,129.0,0.0,7.5,1,0,0,0
221200429633,Eviction,12/02/2022,1550.5,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,4480.01,0.0,129.0,0.0,7.5,0,0,0,0
221200433679,Eviction,12/01/2022,6360.0,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/17/2023,Default Judgment,01/10/2023,7327.75,995.0,129.0,0.0,7.5,1,0,0,0
221200433689,Eviction,12/01/2022,979.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,2516.72,0.0,204.0,0.0,7.5,0,0,0,0
221200433695,Eviction,12/02/2022,5227.25,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/17/2023,Default Judgment,01/10/2023,5030.0,0.0,129.0,0.0,7.5,0,0,0,0
221200433702,Eviction,12/02/2022,0.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200433714,Eviction,12/02/2022,6090.0,Appeal,Eviction Docket,01/31/2023,Appeal Filed,02/06/2023,Final Judgment,01/31/2023,12610.0,0.0,129.0,0.0,7.5,0,0,0,0
221200433800,Eviction,12/05/2022,5250.01,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,7821.67,0.0,129.0,0.0,7.5,0,0,0,0
221200433827,Eviction,12/06/2022,1449.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,3412.16,0.0,129.0,0.0,7.5,1,0,0,0
221200433833,Eviction,12/06/2022,2468.4,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,5284.26,650.0,129.0,0.0,7.5,1,0,0,0
221200433838,Eviction,12/06/2022,7215.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,5000.0,0.0,129.0,0.0,7.5,0,0,0,0
221200433846,Eviction,12/06/2022,4900.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,5319.35,0.0,129.0,0.0,7.5,0,0,0,0
221200433853,Eviction,12/06/2022,3205.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,3000.0,0.0,129.0,0.0,7.5,0,0,0,0
221200433854,Eviction,12/06/2022,1920.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,1940.0,0.0,129.0,0.0,7.5,0,0,0,0
221200433856,Eviction,12/06/2022,2146.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,1677.42,0.0,129.0,0.0,7.5,0,0,0,0
221200433857,Eviction,12/06/2022,2400.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,2400.0,0.0,129.0,0.0,7.5,0,0,0,0
221200433915,Eviction,12/06/2022,6000.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,0.0,0.0,129.0,0.0,7.5,1,0,0,0
221200435207,Eviction,12/05/2022,2292.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,2698.0,0.0,129.0,0.0,7.5,0,0,0,0
221200435222,Eviction,12/05/2022,8521.7,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,8955.67,0.0,129.0,0.0,7.5,0,0,0,0
221200435266,Eviction,12/06/2022,2200.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,2590.32,0.0,129.0,0.0,7.5,0,0,0,0
221200435308,Eviction,12/06/2022,2138.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,2518.0,0.0,129.0,0.0,7.5,0,0,0,0
221200435477,Eviction,12/06/2022,1178.62,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,1639.2,0.0,129.0,0.0,7.5,0,0,0,0
221200435557,Eviction,12/05/2022,6950.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,7196.0,0.0,129.0,0.0,7.5,0,0,0,0
221200435587,Eviction,12/07/2022,1876.24,Disposed,Eviction Docket,01/11/2023,Trial or Hearing by Judge (OCA),01/11/2023,Final Judgment,01/11/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200435735,Eviction,12/06/2022,1250.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,3187.1,140.0,129.0,0.0,7.5,1,0,0,0
221200435738,Eviction,12/06/2022,3620.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,3762.26,0.0,129.0,0.0,7.5,0,0,0,0
221200435743,Eviction,12/06/2022,1884.0,Disposed,Eviction Docket,01/11/2023,Trial or Hearing by Judge (OCA),01/11/2023,Final Judgment,01/11/2023,2800.0,140.0,129.0,0.0,7.5,1,0,0,0
221200435748,Eviction,12/06/2022,1417.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,2565.0,500.0,129.0,0.0,7.5,1,0,0,0
221200435756,Eviction,12/07/2022,3640.0,Appeal,Eviction Docket,01/11/2023,Appeal Filed,01/17/2023,Default Judgment,01/11/2023,4285.81,0.0,129.0,0.0,7.5,1,0,0,0
221200435768,Eviction,12/07/2022,3448.57,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,4586.8,0.0,129.0,0.0,7.5,0,0,0,0
221200437297,Eviction,12/08/2022,2850.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200437303,Eviction,12/08/2022,2510.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200437327,Eviction,12/08/2022,2740.0,Appeal,Eviction Docket,01/12/2023,Appeal Filed,01/17/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200437444,Eviction,12/08/2022,2370.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200437449,Eviction,12/08/2022,1727.28,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200437498,Eviction,12/08/2022,10990.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,5920.0,0.0,129.0,0.0,7.5,0,0,0,0
221200437602,Eviction,12/08/2022,6580.0,Disposed,Eviction Docket,01/30/2023,Default Judgment (OCA),01/30/2023,Default Judgment,01/30/2023,8729.0,0.0,129.0,0.0,7.5,1,0,0,0
221200438981,Eviction,12/09/2022,1694.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200439062,Eviction,12/08/2022,5013.25,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,5838.0,0.0,129.0,0.0,7.5,0,0,0,0
221200439067,Eviction,12/08/2022,4921.83,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,4998.0,0.0,129.0,0.0,7.5,0,0,0,0
221200439070,Eviction,12/09/2022,10450.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,11259.04,1000.0,129.0,0.0,7.5,1,0,0,0
221200439073,Eviction,12/09/2022,10600.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,11420.0,1000.0,129.0,0.0,7.5,1,0,0,0
221200439080,Eviction,12/09/2022,9120.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,10002.0,1000.0,129.0,0.0,7.5,1,0,0,0
221200439085,Eviction,12/09/2022,7496.0,Appeal,Eviction Docket,01/12/2023,Appeal Filed,01/17/2023,Default Judgment,01/12/2023,8221.0,1000.0,129.0,0.0,7.5,1,0,0,0
221200439089,Eviction,12/09/2022,5890.5,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,6761.0,0.0,204.0,0.0,7.5,1,0,0,0
221200439096,Eviction,12/09/2022,6153.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,6946.0,1000.0,129.0,0.0,7.5,1,0,0,0
221200439137,Eviction,12/09/2022,4153.39,Disposed,Eviction Docket,01/30/2023,Default Judgment (OCA),01/30/2023,Default Judgment,01/30/2023,5708.0,0.0,129.0,0.0,7.5,1,0,0,0
221200439268,Eviction,12/07/2022,5034.26,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,5761.0,0.0,129.0,0.0,7.5,0,0,0,0
221200439337,Eviction,12/09/2022,4000.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200439346,Eviction,12/07/2022,1303.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,2101.0,0.0,129.0,0.0,7.5,0,0,0,0
221200442620,Eviction,12/12/2022,1235.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,1959.0,0.0,129.0,0.0,7.5,0,0,0,0
221200442667,Eviction,12/12/2022,7458.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200442699,Eviction,12/12/2022,0.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200442831,Eviction,12/12/2022,2836.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,3705.0,0.0,129.0,0.0,7.5,0,0,0,0
221200442847,Eviction,12/12/2022,2349.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,3240.0,0.0,129.0,0.0,7.5,0,0,0,0
221200442855,Eviction,12/12/2022,4845.63,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,8058.7,0.0,129.0,0.0,7.5,0,0,0,0
221200442858,Eviction,12/12/2022,2316.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,2573.33,0.0,129.0,0.0,7.5,0,0,0,0
221200442871,Eviction,12/12/2022,1025.0,Disposed,Eviction Docket,01/31/2023,Default Judgment (OCA),01/31/2023,Default Judgment,01/31/2023,2173.73,0.0,129.0,0.0,7.5,0,0,0,0
221200442899,Eviction,12/12/2022,3583.0,Disposed,Eviction Docket,01/10/2023,Trial or Hearing by Judge (OCA),01/10/2023,Final Judgment,01/10/2023,0.0,0.0,0.0,0.0,,0,0,0,0
221200442961,Eviction,12/12/2022,13079.36,Appeal,Eviction Docket,01/19/2023,Appeal Filed,01/20/2023,Final Judgment,01/19/2023,0.0,0.0,204.0,0.0,7.5,0,0,0,0
221200442978,Eviction,12/12/2022,5588.0,Appeal,Eviction Docket,01/19/2023,Appeal Filed,01/20/2023,Final Judgment,01/19/2023,0.0,0.0,129.0,0.0,7.5,0,1,0,0
221200442989,Eviction,12/12/2022,3792.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,4566.0,0.0,129.0,0.0,7.5,0,0,0,0
221200442990,Eviction,12/12/2022,2750.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,3743.0,0.0,129.0,0.0,7.5,0,0,0,0
221200443928,Eviction,12/13/2022,997.3,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,1872.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446050,Eviction,12/13/2022,1860.0,Disposed,Eviction Docket,01/19/2023,Default Judgment (OCA),01/19/2023,Default Judgment,01/19/2023,2430.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446187,Eviction,12/13/2022,1729.37,Disposed,Eviction Docket,01/30/2023,Default Judgment (OCA),01/30/2023,Default Judgment,01/30/2023,3059.0,0.0,129.0,0.0,7.5,1,0,0,0
221200446199,Eviction,12/13/2022,2149.17,Disposed,Eviction Docket,01/17/2023,Default Judgment (OCA),01/17/2023,Default Judgment,01/17/2023,2909.4,0.0,129.0,0.0,7.5,0,0,0,0
221200446220,Eviction,12/13/2022,484.0,Disposed,Eviction Docket,01/17/2023,Trial or Hearing by Judge (OCA),01/17/2023,Final Judgment,01/17/2023,600.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446240,Eviction,12/13/2022,0.0,Disposed,Eviction Docket,01/17/2023,Default Judgment (OCA),01/17/2023,Default Judgment,01/17/2023,5481.0,0.0,129.0,0.0,7.5,1,0,0,0
221200446257,Eviction,12/13/2022,1458.0,Disposed,Eviction Docket,01/17/2023,Default Judgment (OCA),01/17/2023,Default Judgment,01/17/2023,1857.67,0.0,129.0,0.0,7.5,0,0,0,0
221200446274,Eviction,12/14/2022,1263.0,Disposed,Eviction Docket,01/12/2023,Trial or Hearing by Judge (OCA),01/12/2023,Final Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446277,Eviction,12/14/2022,5472.0,Appeal,Eviction Docket,01/12/2023,Appeal Filed,01/17/2023,Default Judgment,01/12/2023,5300.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446279,Eviction,12/14/2022,2287.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,1530.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446283,Eviction,12/14/2022,5032.15,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,4200.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446285,Eviction,12/14/2022,1340.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,1691.61,0.0,129.0,0.0,7.5,0,0,0,0
221200446289,Eviction,12/14/2022,1150.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,1420.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446293,Eviction,12/14/2022,2500.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,3387.1,2500.0,129.0,0.0,7.5,1,0,0,0
221200446305,Eviction,12/13/2022,1380.0,Disposed,Eviction Docket,01/10/2023,Trial or Hearing by Judge (OCA),01/10/2023,Final Judgment,01/10/2023,0.0,0.0,0.0,0.0,,0,0,0,0
221200446314,Eviction,12/13/2022,4392.0,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/17/2023,Final Judgment,01/10/2023,5100.38,0.0,129.0,0.0,7.5,0,0,0,0
221200446325,Eviction,12/13/2022,3898.0,Appeal,Eviction Docket,01/10/2023,Trial or Hearing by Judge (OCA),01/10/2023,Final Judgment,01/10/2023,4526.7,0.0,204.0,0.0,7.5,0,0,0,0
221200446524,Eviction,12/14/2022,2698.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,3133.16,0.0,129.0,0.0,7.5,0,0,0,0
221200446533,Eviction,12/14/2022,1484.0,Disposed,Eviction Docket,01/10/2023,Trial or Hearing by Judge (OCA),01/10/2023,Final Judgment,01/10/2023,1962.71,0.0,129.0,0.0,7.5,0,0,0,0
221200446677,Eviction,12/14/2022,1525.0,Disposed,Eviction Docket,01/11/2023,Trial or Hearing by Judge (OCA),01/11/2023,Final Judgment,01/11/2023,0.0,0.0,0.0,0.0,,0,0,0,0
221200446687,Eviction,12/14/2022,1805.31,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,2345.0,0.0,334.0,0.0,7.5,1,0,0,0
221200446853,Eviction,12/14/2022,895.0,Appeal,Eviction Docket,01/10/2023,Appeal Filed,01/18/2023,Default Judgment,01/10/2023,1193.33,0.0,129.0,0.0,7.5,0,0,0,0
221200446856,Eviction,12/14/2022,870.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,1083.4,0.0,129.0,0.0,7.5,0,0,0,0
221200446870,Eviction,12/14/2022,844.64,Disposed,Eviction Docket,01/25/2023,Trial or Hearing by Judge (OCA),01/25/2023,Final Judgment,01/25/2023,845.0,0.0,129.0,0.0,7.5,0,0,0,0
221200446874,Eviction,12/14/2022,1104.0,Disposed,Eviction Docket,01/25/2023,Trial or Hearing by Judge (OCA),01/25/2023,Final Judgment,01/25/2023,1135.0,0.0,129.0,0.0,7.5,0,0,0,0
221200448374,Eviction,12/14/2022,0.0,Appeal,Eviction Docket,01/12/2023,Appeal Filed,01/23/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200448385,Eviction,12/14/2022,1994.0,Appeal,Eviction Docket,01/12/2023,Appeal Filed,01/18/2023,Default Judgment,01/12/2023,2356.0,0.0,129.0,0.0,7.5,1,0,0,0
221200448398,Eviction,12/15/2022,3812.13,Disposed,Eviction Docket,01/10/2023,Trial or Hearing by Judge (OCA),01/10/2023,Final Judgment,01/10/2023,3576.77,0.0,129.0,0.0,7.5,0,0,0,0
221200448408,Eviction,12/14/2022,0.0,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,0.0,1000.0,129.0,0.0,7.5,1,0,0,0
221200448462,Eviction,12/15/2022,2492.55,Disposed,Eviction Docket,01/12/2023,Default Judgment (OCA),01/12/2023,Default Judgment,01/12/2023,0.0,0.0,129.0,0.0,7.5,0,0,0,0
221200448464,Eviction,12/15/2022,2099.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,4000.0,140.0,129.0,0.0,7.5,1,0,0,0
221200448485,Eviction,12/15/2022,1570.0,Appeal,Eviction Docket,01/11/2023,Appeal Filed,01/18/2023,Default Judgment,01/11/2023,1848.54,0.0,129.0,0.0,7.5,0,0,0,0
221200448529,Eviction,12/15/2022,750.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,774.19,0.0,129.0,0.0,7.5,0,0,0,0
221200448544,Eviction,12/15/2022,915.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,1239.61,0.0,129.0,0.0,7.5,0,0,0,0
221200448590,Eviction,12/15/2022,2913.71,Disposed,Eviction Docket,01/10/2023,Trial or Hearing by Judge (OCA),01/10/2023,Final Judgment,01/10/2023,0.0,0.0,0.0,0.0,,0,0,0,0
221200448650,Eviction,12/15/2022,1695.0,Disposed,Eviction Docket,01/10/2023,Default Judgment (OCA),01/10/2023,Default Judgment,01/10/2023,2241.77,0.0,129.0,0.0,7.5,0,0,0,0
221200450212,Eviction,12/16/2022,1525.0,Disposed,Eviction Docket,01/25/2023,Trial or Hearing by Judge (OCA),01/25/2023,Final Judgment,01/25/2023,2754.0,0.0,129.0,0.0,7.5,0,0,0,0
221200450255,Eviction,12/16/2022,1851.0,Disposed,Eviction Docket,01/11/2023,Default Judgment (OCA),01/11/2023,Default Judgment,01/11/2023,2507.21,0.0,129.0,0.0,7.5,0,0,0,0
